Time_s,Altitude_m,Speed_mps,Battery_SOC,Voltage_V,Current_A,Power_W,Temperature_C,MotorRPM,WindSpeed_mps,Signal,Latitude,Longitude,Roll,Pitch,Yaw,Distance_km
136,150,10.3867645028335,88.2133333333333,16.256,4.40400276625534,71.5914689682467,32.72,4972.93967289851,6.78385730190676,93.92,22.57396,88.365632,-3.06649322432198,-7.29950689113566,95.2,1.7372569892171
137,150,10.3520313175767,88.1266666666667,16.252,4.40037961894325,71.5149695670657,32.74,4987.9316608568,6.77009184555132,93.89,22.57397,88.365644,-3.35554424137316,-7.36351694070385,95.9,1.74760902053468
138,150,10.3187811928996,88.04,16.248,4.40059199580227,71.5008187477953,32.76,5002.45391753587,6.75592812599816,93.86,22.57398,88.365656,-3.64249815250115,-7.42458168167466,96.6,1.75792780172758
139,150,10.28704405167,87.9533333333333,16.244,4.40463853834527,71.5489484168805,32.78,5016.47014485706,6.74136933002441,93.83,22.57399,88.365668,-3.92717562085227,-7.48267668896591,97.3,1.76821484577925
140,150,10.2568484551728,87.8666666666667,16.24,4.41249336250921,71.6588922071496,32.8,5029.94530955158,6.72641873329775,93.8,22.574,88.36568,-4.20939873227544,-7.53777872534927,98,1.77847169423442
141,150,10.2282215774068,87.78,16.236,4.42410622422486,71.8297886565149,32.82,5042.84573072542,6.71107969963937,93.77,22.57401,88.365692,-4.48899110651278,-7.58986575074486,98.7,1.78869991581183
142,150,10.2011891806296,87.6933333333333,16.232,4.43940284080736,72.0603869119851,32.84,5055.13916404406,6.69535568026714,93.74,22.57402,88.365704,-4.76577800743152,-7.63891693103701,99.4,1.79890110499246
143,150,10.1757755921738,87.6066666666667,16.228,4.45828536611189,72.3490549212638,32.86,5066.79488232649,6.67925021301908,93.71,22.57403,88.365716,-5.03958645222839,-7.68491264640762,100.1,1.80907688058463
144,150,10.1520036825536,87.52,16.224,4.4806330164151,72.6937900583187,32.88,5077.7837523472,6.66276692155737,93.68,22.57404,88.365728,-5.31024531953823,-7.7278344991838,100.8,1.81922888426718
145,150,10.1298948448831,87.4333333333333,16.22,4.50630284301877,73.0922321137645,32.9,5088.07830765403,6.64590951455305,93.65,22.57405,88.36574,-5.57758545637931,-7.76766532119672,101.5,1.82935877911207
146,150,10.1094689756239,87.3466666666667,16.216,4.53513064663362,73.5416785658108,32.92,5097.65281722,6.62868178485159,93.62,22.57406,88.365752,-5.8414397838684,-7.80438918064866,102.2,1.83946824808769
147,150,10.0907444566796,87.26,16.212,4.56693202769442,74.0391020329819,32.94,5106.48334975751,6.61108760861949,93.59,22.57407,88.365764,-6.10164340163964,-7.83799138848547,102.9,1.84955899254437
148,150,10.0737381388534,87.1733333333333,16.208,4.60150356588794,74.5811697959118,32.96,5114.54783353407,6.59313094447217,93.56,22.57408,88.365776,-6.35803369090192,-7.86845850427205,103.6,1.85963273068322
149,150,10.0584653266834,87.0866666666667,16.204,4.63862412134877,75.1642652623354,32.98,5121.82611154014,6.57481583258332,93.53,22.57409,88.365788,-6.61045041607032,-7.8957783415683,104.3,1.86969119600991
150,150,10.0449397646698,87,16.2,4.67805624919974,75.7845112370358,33,5128.29999187116,6.55614639377584,93.5,22.5741,88.3658,-6.85873582490813,-7.91993997280356,105,1.87973613577458
151,150,10.0331736249054,86.9133333333333,16.196,4.7195477183889,76.4377948470267,33.02,5133.95329319783,6.53712682859471,93.47,22.57411,88.365812,-7.10273474711686,-7.9409337336475,105.7,1.88976930939948
152,150,10.0231774961217,86.8266666666667,16.192,4.76283312510745,77.1197939617399,33.04,5138.77188521102,6.51776141636184,93.44,22.57412,88.365824,-7.34229469131263,-7.95875122687568,106.4,1.8997924868956
153,150,10.0149603741601,86.74,16.188,4.8076355904684,77.8260049385024,33.06,5142.74372394017,6.49805451421331,93.41,22.57413,88.365836,-7.57726594032835,-7.97338532572837,107.1,1.90980744726976
154,150,10.0085296538755,86.6533333333333,16.184,4.85366853158655,78.5517715151967,33.08,5145.85888185695,6.47801055611894,93.38,22.57414,88.365848,-7.80750164478201,-7.98483017676117,107.8,1.91981597692364
155,150,10.0038911224822,86.5666666666667,16.18,4.90063749473101,79.2923146647478,33.1,5148.10957268891,6.45763405188476,93.35,22.57415,88.36586,-8.03285791485283,-7.99308120218624,108.5,1.92981986804612
156,150,10.0010489543454,86.48,16.176,4.94824203882419,80.0427632200202,33.12,5149.49017088111,6.43692958613825,93.32,22.57416,88.365872,-8.25319391020769,-7.99813510170343,109.2,1.93982091700047
157,150,10.0000057072246,86.3933333333333,16.172,4.99617765723941,80.7981850728757,33.14,5149.99722565707,6.41590181729686,93.29,22.57417,88.365884,-8.46837192802172,-7.99998985382032,109.9,1.94982092270769
158,150,10.0007623199716,86.3066666666667,16.168,5.04413772560414,81.5536187475678,33.16,5149.62946964392,6.39455547651988,93.26,22.57418,88.365896,-8.67825748903815,-7.99864471666079,110.6,1.95982168502766
159,150,10.0033181116862,86.22,16.164,5.09181546314965,82.3041051463509,33.18,5148.38782204017,6.37289536664391,93.23,22.57419,88.365908,-8.8827194216134,-7.99410022826177,111.3,1.96982500313935
160,150,10.0076707823283,86.1333333333333,16.16,5.13890589506092,83.0447192641845,33.2,5146.27538631818,6.3509263611023,93.2,22.5742,88.36592,-9.08162994369514,-7.98635820635802,112,1.97983267392168
161,150,10.0138164147881,86.0466666666667,16.156,5.18510780327479,83.7706016697076,33.22,5143.29744246714,6.32865340282863,93.17,22.57421,88.365932,-9.27486474268189,-7.9754217476551,112.7,1.98984649033647
162,150,10.0217494784113,85.96,16.152,5.23012565324757,84.4769895512547,33.24,5139.46143379578,6.30608150314453,93.14,22.57422,88.365944,-9.46230305311434,-7.96129522659064,113.4,1.99986823981488
163,150,10.0314628339759,85.8733333333333,16.148,5.27367148436756,85.1592471295674,33.26,5134.77694832803,6.28321574063222,93.11,22.57423,88.365956,-9.64382773214986,-7.94398429358474,114.1,2.00989970264885
164,150,10.0429477401177,85.7866666666667,16.144,5.31546675192035,85.8128952430021,33.28,5129.25569483792,6.26006125999178,93.08,22.57424,88.365968,-9.81932533277293,-7.92349587277978,114.8,2.01994265038897
165,150,10.0561938611964,85.7,16.14,5.35524410882433,86.4336399164248,33.3,5122.91147358377,6.2366232708837,93.05,22.57425,88.36598,-9.98868617469585,-7.89983815927092,115.5,2.02999884425017
166,150,10.0711892765969,85.6133333333333,16.136,5.39274911573975,87.0173997315766,33.32,5115.7601418147,6.21290704675663,93.02,22.57426,88.365992,-10.1518044129054,-7.87302061582812,116.2,2.04007003352676
167,150,10.0879204914578,85.5266666666667,16.132,5.42774186861212,87.5603318244508,33.34,5107.8195741358,6.18891792366095,92.99,22.57427,88.366004,-10.3085781038123,-7.84305396911119,116.9,2.05015795401822
168,150,10.1063724488148,85.44,16.128,5.45999853323952,88.058856344087,33.36,5099.1096178309,6.16466129904816,92.96,22.57428,88.366016,-10.4589092689631,-7.80995020537928,117.6,2.06026432646704
169,150,10.1265285431518,85.3533333333333,16.124,5.48931277704759,88.5096792171153,33.38,5089.65204325469,6.14014263055647,92.93,22.57429,88.366028,-10.6027039562729,-7.7737225656965,118.3,2.07039085501019
170,150,10.1483706353445,85.2666666666667,16.12,5.5154970889139,88.909813073292,33.4,5079.47048941822,6.11536743478283,92.9,22.5743,88.36604,-10.739872298743,-7.73438554063569,119,2.08053922564553
171,150,10.1718790689842,85.18,16.116,5.53838397859922,89.2565961991051,33.42,5068.59040490362,6.0903412860418,92.87,22.57431,88.366052,-10.8703285706243,-7.69195486448239,119.7,2.09071110471452
172,150,10.1970326880673,85.0933333333333,16.112,5.5578270481135,89.5477093992048,33.44,5057.03898425594,6.06506981511124,92.84,22.57432,88.366064,-10.9939912409935,-7.64644750894133,120.4,2.10090813740258
173,150,10.2238088560345,85.0066666666667,16.108,5.57370192816336,89.7811906588554,33.46,5044.84510001093,6.03955870796552,92.81,22.57433,88.366076,-11.1107830247068,-7.59788167634797,121.1,2.11113194625862
174,150,10.252183476142,84.92,16.104,5.58590707369118,89.9554475147227,33.48,5032.03923052876,6.01381370449611,92.78,22.57434,88.366088,-11.2206309307014,-7.54627679238781,121.8,2.12138412973476
175,150,10.2821310131468,84.8333333333333,16.1,5.59436441341692,90.0692670560125,33.5,5018.65338381397,5.98784059722018,92.75,22.57435,88.3661,-11.3234663076116,-7.49165349832637,122.5,2.13166626074791
176,150,10.3136245162872,84.7466666666667,16.096,5.59901984922791,90.1218234931724,33.52,5004.72101751212,5.9616452299773,92.72,22.57436,88.366112,-11.4192248866742,-7.43403364275299,123.2,2.14197988526419
177,150,10.3466356435359,84.66,16.092,5.59984360222211,90.1126832469582,33.54,4990.27695528313,5.93523349661458,92.69,22.57437,88.366124,-11.5078468218945,-7.37344027284163,123.9,2.15232652090773
178,150,10.3811346871068,84.5733333333333,16.088,5.59683040319151,90.0418075265451,33.56,4975.35729976026,5.90861133966061,92.66,22.57438,88.366136,-11.5892767274477,-7.30989762513236,124.6,2.16270765559484
179,150,10.4170906001891,84.4866666666667,16.084,5.58999952632705,89.9095523814443,33.58,4959.9993423123,5.8817847489884,92.63,22.57439,88.366148,-11.6634637122934,-7.24343111583704,125.3,2.17312474619503
180,150,10.454471024888,84.4,16.08,5.57939466592957,89.7166662281474,33.6,4944.24146983461,5.85475976046766,92.6,22.5744,88.36616,-11.7303614119812,-7.17406733067318,126,2.18357921721991
181,150,10.4932423213445,84.3133333333333,16.076,5.56508365691541,89.4642848685721,33.62,4928.12306880184,5.82754245460681,92.57,22.57441,88.366172,-11.7899280176261,-7.10183401423,126.7,2.19407245954126
182,150,10.5333695980087,84.2266666666667,16.072,5.54715804090444,89.1539240334161,33.64,4911.68442682227,5.80013895518484,92.54,22.57442,88.366184,-11.8421263020388,-7.02676005887099,127.4,2.20460582913927
183,150,10.5748167430401,84.14,16.068,5.52573248066607,88.7874694993425,33.66,4894.96663193977,5.77255542787351,92.51,22.57443,88.366196,-11.8869236429906,-6.94887549317732,128.1,2.21518064588231
184,150,10.6175464568057,84.0533333333333,16.064,5.50094402666887,88.3671648444087,33.68,4878.01146993509,5.74479807885011,92.48,22.57444,88.366208,-11.9242920436016,-6.86821146993681,128.8,2.22579819233911
185,150,10.6615202854475,83.9666666666667,16.06,5.47295124042519,87.8955969212286,33.7,4860.86131988315,5.71687315340106,92.45,22.57445,88.36622,-11.9542081498378,-6.78480025368326,129.5,2.23645971262456
186,150,10.7066986554876,83.88,16.056,5.44193318023867,87.3756791419121,33.72,4843.55904822747,5.68878693451678,92.42,22.57446,88.366232,-11.9766532651066,-6.69867520779104,130.2,2.24716641128005
187,150,10.7530409094426,83.7933333333333,16.052,5.40808825584211,86.8106326827776,33.74,4826.14790163634,5.66054574147803,92.39,22.57447,88.366244,-11.9916133619416,-6.60987078113018,130.9,2.25791945218949
188,150,10.8005053424119,83.7066666666667,16.048,5.37163295925228,86.2039657300806,33.76,4808.67139890868,5.63215592843411,92.36,22.57448,88.366256,-11.9990790907692,-6.5184224942873,131.6,2.2687199575319
189,150,10.8490492396096,83.62,16.044,5.33280047995982,85.5594509004754,33.78,4791.17322219972,5.60362388297317,92.33,22.57449,88.366268,-11.999045785752,-6.42436692535784,132.3,2.27956900677151
190,150,10.8986289148047,83.5333333333333,16.04,5.29183921331228,84.8811009815289,33.8,4773.69710783837,5.57495602468509,92.3,22.5745,88.36628,-11.9915134677045,-6.32774169531533,133,2.29046763568632
191,150,10.9491997496362,83.4466666666667,16.036,5.24901117163157,84.1731431482838,33.82,4756.28673700914,5.54615880371703,92.27,22.57451,88.366292,-11.9764868440803,-6.22858545296346,133.7,2.30141683543595
192,150,11.0007162337662,83.36,16.032,5.20459030822924,83.4399918215312,33.84,4738.98562657196,5.51723869932222,92.24,22.57452,88.366304,-11.9539753060301,-6.1269378594771,134.4,2.31241755166972
193,150,11.0531320058361,83.2733333333333,16.028,5.15886076504021,82.6862203420644,33.86,4721.83702029268,5.48820221840215,92.21,22.57453,88.366316,-11.9239929225323,-6.02283957253836,135.1,2.32347068367556
194,150,11.1063998951891,83.1866666666667,16.024,5.11211505508399,81.9165316426659,33.88,4704.88378075617,5.45905589404253,92.18,22.57454,88.366328,-11.8865584316006,-5.91633223007407,135.8,2.33457708357075
195,150,11.1604719643203,83.1,16.02,5.06465219137967,81.1357281059023,33.9,4688.1682822322,5.42980628404337,92.15,22.57455,88.36634,-11.8416952285733,-5.80745843360112,136.5,2.34573755553507
196,150,11.2152995520171,83.0133333333333,16.016,5.01677577428292,80.3486808009152,33.92,4671.73230476182,5.40045996944354,92.12,22.57456,88.366352,-11.789431351492,-5.69626173118648,137.2,2.35695285508708
197,150,11.2708333171514,82.9266666666667,16.012,4.96879204947985,79.5602982962714,33.94,4655.61692972902,5.37102355304001,92.09,22.57457,88.366364,-11.7297994635786,-5.58278660002851,137.9,2.36822368840423
198,150,11.327023283083,82.84,16.008,4.9210079490597,78.7754952485477,33.96,4639.86243717864,5.34150365790229,92.06,22.57458,88.366376,-11.6628368328218,-5.46707842866669,138.6,2.37955071168732
199,150,11.3838188826352,82.7533333333333,16.004,4.87372912819688,77.9991609676629,33.98,4624.50820513728,5.31190692588225,92.03,22.57459,88.366388,-11.5885853086864,-5.34918349882681,139.3,2.39093453056995
200,150,11.4411690036021,82.6666666666667,16,4.82725801000096,77.2361281600154,34,4609.59261118872,5.28224001611973,92,22.5746,88.3664,-11.5070912959577,-5.2291489669089,140,2.40237569957355
201,150,11.4990220347458,82.58,15.996,4.78189185104081,76.4911420492489,34.02,4595.15293654994,5.25250960354428,91.97,22.57461,88.366412,-11.418405725741,-5.10702284512527,140.7,2.4138747216083
202,150,11.5573259122433,82.4933333333333,15.992,4.737920839917,75.7688300719526,34.04,4581.22527288749,5.2227223773733,91.94,22.57462,88.366424,-11.3225840236309,-4.98285398229633,141.4,2.42543204752054
203,150,11.6160281665401,82.4066666666667,15.988,4.69562624104499,75.0736723418274,34.06,4567.84443210715,5.19288503960701,91.91,22.57463,88.366436,-11.219686075072,-4.85669204431164,142.1,2.43704807568708
204,150,11.6750759695697,82.32,15.984,4.65527859552282,74.4099730708368,34.08,4555.04385934226,5.16300430352054,91.88,22.57464,88.366448,-11.1097761879328,-4.72858749426425,142.8,2.44872315165665
205,150,11.734416182295,82.2333333333333,15.98,4.61713599059123,73.7818331296479,34.1,4542.85554935832,5.13308689215344,91.85,22.57465,88.36646,-10.9929230523149,-4.59859157226615,143.5,2.46045756783895
206,150,11.7939954025298,82.1466666666667,15.976,4.58144240875613,73.193123922288,34.12,4531.30996658275,5.10313953679707,91.82,22.57466,88.366472,-10.8691996976245,-4.46675627495288,144.2,2.47225156324148
207,150,11.8537600129975,82.06,15.972,4.54842616713317,72.6474627414509,34.14,4520.43596895965,5.07316897548003,91.79,22.57467,88.366484,-10.7386834469307,-4.33313433468559,144.9,2.48410532325448
208,150,11.9136562295825,81.9733333333333,15.968,4.51829845699732,72.1481897613332,34.16,4510.26073582002,5.04318195145219,91.76,22.57468,88.366496,-10.6014558686418,-4.19777919845877,145.6,2.49601897948406
209,150,11.973630149733,81.8866666666667,15.964,4.49125199287948,71.698346814328,34.18,4500.80969994755,5.01318521166745,91.73,22.57469,88.366508,-10.4576027255274,-4.06074500652222,146.3,2.50799260963379
210,150,12.0336278009687,81.8,15.96,4.4674597798511,71.3006580864235,34.2,4492.10648400992,4.9831855052657,91.7,22.5747,88.36652,-10.3072139211191,-3.9220865707256,147,2.52002623743476
211,150,12.0935951894534,81.7133333333333,15.956,4.44707400688212,70.9575128538112,34.22,4484.17284151441,4.95318958205434,91.67,22.57471,88.366532,-10.1503834435244,-3.78185935259448,147.7,2.53211983262421
212,150,12.153478348585,81.6266666666667,15.952,4.43022507335096,70.6709503700946,34.24,4477.02860243552,4.92320419098953,91.64,22.57472,88.366544,-9.98720930668681,-3.64011944114644,148.4,2.5442733109728
213,150,12.2132233875624,81.54,15.948,4.41702075493346,70.4426469996788,34.26,4470.69162365028,4.89323607865777,91.61,22.57473,88.366556,-9.8177934891302,-3.49692353045622,149.1,2.55648653436036
214,150,12.2727765398832,81.4533333333333,15.944,4.40754551420635,70.2739056785061,34.28,4465.17774430543,4.8632919877579,91.58,22.57474,88.366568,-9.64224187022586,-3.35232889697884,149.8,2.56875931090024
215,150,12.3320842117299,81.3666666666667,15.94,4.40185996037504,70.1656477683782,34.3,4460.50074622776,4.83337865558406,91.55,22.57475,88.36658,-9.46066416402116,-3.2063933766398,150.5,2.58109139511197
216,150,12.3910930302011,81.28,15.936,4.4000004615815,70.1184073557628,34.32,4456.67231947673,4.80350281250978,91.52,22.57476,88.366592,-9.27317385067185,-3.05917534170144,151.2,2.59348248814217
217,150,12.4497498913431,81.1933333333333,15.932,4.40197891227227,70.1323280303218,34.34,4453.7020331254,4.77367118047372,91.49,22.57477,88.366604,-9.0798881055207,-2.91073367741487,151.9,2.60593223803352
218,150,12.50800200794,81.1066666666667,15.928,4.4077826571146,70.2071621625213,34.36,4451.59731134277,4.74389047146724,91.46,22.57478,88.366616,-8.88092772586673,-2.76112775846658,152.6,2.61844024004146
219,150,12.565796957019,81.02,15.924,4.41737457194739,70.3422726836902,34.38,4450.36341483716,4.71416738602422,91.43,22.57479,88.366628,-8.67641705547076,-2.61041742522947,153.3,2.63100603699848
220,150,12.6230827270268,80.9333333333333,15.92,4.43069330124913,70.5366373558861,34.4,4450.00342770725,4.6845086117135,91.4,22.5748,88.36664,-8.4664839068447,-2.45866295982735,154,2.6436291197255
221,150,12.679807764637,80.8466666666667,15.916,4.44765365060385,70.7888555030108,34.42,4450.51824973338,4.65492082163418,91.37,22.57481,88.366652,-8.2512594813728,-2.30592506202305,154.7,2.65630892749014
222,150,12.7359210211448,80.76,15.912,4.46814713165466,71.0971571588889,34.44,4451.9065941286,4.62541067291419,91.34,22.57482,88.366664,-8.03087828731514,-2.15226482493919,155.4,2.66904484851128
223,150,12.7913719984067,80.6733333333333,15.908,4.49204265605899,71.4594145725865,34.46,4454.16499075496,4.59598480521252,91.31,22.57483,88.366676,-7.80547805574428,-1.99774371062184,156.1,2.68183622050969
224,150,12.846110794286,80.5866666666667,15.904,4.51918737400666,71.8731559962019,34.48,4457.28779479704,4.56664983922524,91.28,22.57484,88.366688,-7.57519965446785,-1.84242352545647,156.8,2.69468233130398
225,150,12.9000881475612,80.5,15.9,4.54940765193699,72.3355816657982,34.5,4461.26720087106,4.53741237519596,91.25,22.57485,88.3667,-7.34018699999078,-1.68636639544624,157.5,2.70758241945154
226,150,12.9532554822578,80.4133333333333,15.896,4.58251018320113,72.8435818721651,34.52,4466.09326253427,4.50827899143073,91.22,22.57486,88.366712,-7.10058696757211,-1.52963474136241,158.2,2.7205356749338
227,150,13.0055649513631,80.3266666666667,15.892,4.61828322456484,73.3937570047844,34.54,4471.75391714588,4.47925624281799,91.19,22.57487,88.366724,-6.85654929943279,-1.37229125377689,158.9,2.73354123988516
228,150,13.0569694798859,80.24,15.888,4.65649795064266,73.9824394398106,34.56,4478.23501601736,4.45035065935375,91.16,22.57488,88.366736,-6.60822651117165,-1.21439886798684,159.6,2.74659820936505
229,150,13.10742280722,80.1533333333333,15.884,4.69690991759948,74.6057171311502,34.58,4485.52035977684,4.42156874467234,91.13,22.57489,88.366748,-6.35577379644808,-1.05602073884136,160.3,2.75970563217227
230,150,13.1568795287764,80.0666666666667,15.88,4.73926062675686,75.259458752899,34.6,4493.59173885905,4.39291697458314,91.1,22.5749,88.36676,-6.0993489299911,-0.897220215480432,161,2.77286251170104
231,150,13.2052951368439,79.98,15.876,4.78327917810245,75.9393402315545,34.62,4502.42897901977,4.36440179561355,91.07,22.57491,88.366772,-5.83911216899525,-0.738060815996093,161.7,2.78606780683789
232,150,13.2526260606433,79.8933333333333,15.872,4.82868400312557,76.640872497609,34.64,4512.00999176095,4.33602962355853,91.04,22.57492,88.366784,-5.57522615296508,-0.578606202026036,162.4,2.79932043289853
233,150,13.2988297055378,79.8066666666667,15.868,4.87518466589481,77.3594302784189,34.66,4522.31082954043,4.30780684203711,91.01,22.57493,88.366796,-5.30785580207076,-0.418920153289807,163.1,2.81261926260407
234,150,13.3438644913657,79.72,15.864,4.92248372085687,78.0902817476733,34.68,4533.30574562834,4.27973980105606,90.98,22.57494,88.366808,-5.03716821407831,-0.259066542077798,163.8,2.82596312709543
235,150,13.3876898898595,79.6333333333333,15.86,4.97027861547298,78.8286188414015,34.7,4544.96725846049,4.2518348155812,90.95,22.57495,88.36682,-4.76333255991896,-0.0991093077031245,164.5,2.83935081698529
236,150,13.4302664611187,79.5466666666667,15.856,5.01826362552271,79.5695880462881,34.72,4557.26622032801,4.22409816411654,90.92,22.57496,88.366832,-4.48651997796283,0.0608875690731832,165.2,2.85278108344641
237,150,13.471555889103,79.46,15.852,5.06613181069564,80.3083214631473,34.74,4570.1718902314,4.19653608729164,90.89,22.57497,88.366844,-4.206903467063,0.220860091633692,165.9,2.86625263933551
238,150,13.5115210161141,79.3733333333333,15.848,5.11357697796188,81.0399679467399,34.76,4583.65201071704,4.16915478645751,90.86,22.57498,88.366856,-3.92465777843689,0.380744273102303,166.6,2.87976416035163
239,150,13.5501258762353,79.2866666666667,15.844,5.16029564016256,81.7597241227356,34.78,4597.67288850403,4.14196042229132,90.83,22.57499,88.366868,-3.63995930645236,0.540476161938202,167.3,2.89331428622786
240,150,13.5873357276983,79.2,15.84,5.20598895729194,82.4628650835043,34.8,4612.19947869985,4.1149591134103,90.8,22.575,88.36688,-3.35298597838711,0.699991867515571,168,2.90690162195556
241,150,13.6231170841483,79.1133333333333,15.836,5.25036464805364,83.1447745665775,34.82,4627.19547239429,4.08815693499501,90.77,22.57501,88.366892,-3.06391714322976,0.859227585679042,168.7,2.92052473903971
242,150,13.6574377447797,79.0266666666667,15.832,5.29313885946351,83.8009744230263,34.84,4642.62338741289,4.06155991742255,90.74,22.57502,88.366904,-2.7729334595927,1.01811962426445,169.4,2.93418217678449
243,150,13.6902668233144,78.94,15.828,5.33403798254002,84.4271531876435,34.86,4658.4446620028,4.03517404490964,90.71,22.57503,88.366916,-2.48021678280628,1.1766044285749,170.1,2.9478724436078
244,150,13.7215747757978,78.8533333333333,15.824,5.37280040246805,85.0191935686543,34.88,4674.61975121711,4.00900525416631,90.68,22.57504,88.366928,-2.18595005126514,1.33461860680177,170.8,2.9615940183836
245,150,13.7513334271858,78.7666666666667,15.82,5.40917817204088,85.5731986816867,34.9,4691.10822575661,3.98305943306006,90.65,22.57505,88.36694,-1.89031717209772,1.49209895538061,171.5,2.97534535181079
246,150,13.7795159967007,78.68,15.816,5.44293859767623,86.0855168608472,34.92,4707.86887302197,3.95734241929119,90.62,22.57506,88.366952,-1.5935029062302,1.64898248427167,172.2,2.98912486780749
247,150,13.8060971219324,78.5933333333333,15.812,5.47386572786103,86.5527648889385,34.94,4724.85980012382,3.93185999907929,90.59,22.57507,88.366964,-1.29569275291705,1.80520644215517,172.9,3.00293096492942
248,150,13.8310528816622,78.5066666666667,15.808,5.50176173450418,86.971849499042,34.96,4742.03853859309,3.90661790586143,90.56,22.57508,88.366976,-0.997072833809957,1.96070834153089,173.6,3.01676201781108
249,150,13.8543608173909,78.42,15.804,5.52644817836123,87.3399870108208,34.98,4759.36215053014,3.88162181900207,90.53,22.57509,88.366988,-0.697829776637843,2.11542598371245,174.3,3.03061637862848
250,150,13.8759999535495,78.3333333333333,15.8,5.54776715043658,87.6547209768979,35,4776.78733592708,3.85687736251531,90.5,22.5751,88.367,-0.398150598570682,2.26929748370581,175,3.04449237858202
251,150,13.8959508163761,78.2466666666667,15.796,5.56558228206218,87.9139377274542,35.02,4794.27054089528,3.83239010379948,90.47,22.57511,88.367012,-0.0982225893397643,2.4222612949626,175.7,3.0583883293984
252,150,13.9141954514408,78.16,15.792,5.57977961719164,88.1158797146904,35.04,4811.7680665274,3.80816555238447,90.44,22.57512,88.367024,0.201766805812207,2.57425623399777,176.4,3.07230252484984
253,150,13.9307174398036,78.0733333333333,15.788,5.59026834133004,88.2591565729186,35.06,4829.23617812189,3.78420915869217,90.41,22.57513,88.367036,0.501630103278328,2.72522150486232,177.1,3.08623324228965
254,150,13.94550191279,77.9866666666667,15.784,5.59698136243675,88.3427538247017,35.08,4846.63121449698,3.76052631281007,90.38,22.57514,88.367048,0.801179898258676,2.87509672346072,177.8,3.10017874420244
255,150,13.9585355653724,77.9,15.78,5.5998757400856,88.3660391785508,35.1,4863.9096971209,3.73712234327861,90.35,22.57515,88.36706,1.10022898188213,3.02382194170385,178.5,3.11413727976781
256,150,13.9698066681431,77.8133333333333,15.776,5.59893296013699,88.3287663791212,35.12,4881.02843878554,3.71400251589218,90.32,22.57516,88.367072,1.39859045820592,3.17133767148738,179.2,3.12810708643595
257,150,13.9793050778705,77.7266666666667,15.772,5.59415905316527,88.2310765865226,35.14,4897.94465155201,3.69117203251442,90.29,22.57517,88.367084,1.69607786101942,3.31758490848625,179.9,3.14208639151382
258,150,13.9870222466268,77.64,15.768,5.58558455588358,88.0734972771723,35.16,4914.61605369819,3.66863602990776,90.26,22.57518,88.367096,1.99250527037949,3.46250515575562,180.6,3.15607341376045
259,150,13.9929512294812,77.5533333333333,15.764,5.57326431581316,87.8569386744787,35.18,4931.00097540102,3.64639957857773,90.23,22.57519,88.367108,2.28768742880442,3.60604044712879,181.3,3.17006636498993
260,150,13.9970866907492,77.4666666666667,15.76,5.55727714044634,87.5826877334344,35.2,4947.05846288932,3.62446768163205,90.2,22.5752,88.36712,2.58143985705379,3.74813337040302,182,3.18406345168068
261,150,13.9994249087949,77.38,15.756,5.53772529314756,87.252399718833,35.22,4962.74838080698,3.60284527365503,90.17,22.57521,88.367132,2.873578969422,3.88872709030352,182.7,3.19806287658947
262,150,13.9999637793797,77.2933333333333,15.752,5.51473383901678,86.8680874321924,35.24,4978.03151253033,3.58153721959723,90.14,22.57522,88.367144,3.16392218847335,4.02776537121691,183.4,3.21206284036885
263,150,13.9987028175566,77.2066666666667,15.748,5.4884498448997,86.4321081574804,35.26,4992.86965818938,3.56054831368092,90.11,22.57523,88.367156,3.45228805914701,4.16519259968464,184.1,3.22606154318641
264,150,13.9956431581061,77.12,15.744,5.45904143866175,85.9471484102906,35.28,5007.22573014753,3.5398832783214,90.08,22.57524,88.367168,3.73849636216054,4.30095380664765,184.8,3.24005718634452
265,150,13.9907875545152,77.0333333333333,15.74,5.42669673374359,85.4162065891241,35.3,5021.06384570138,3.51954676306443,90.05,22.57525,88.36718,4.02236822664103,4.43499468943329,185.5,3.25404797389903
266,150,13.9841403764994,76.9466666666667,15.736,5.39162262587698,84.8425736408001,35.32,5034.34941676881,3.49954334354016,90.02,22.57526,88.367192,4.3037262419136,4.56726163347563,186.2,3.26803211427553
267,150,13.9757076060702,76.86,15.732,5.35404346965818,84.2298118646624,35.34,5047.04923634113,3.47987752043359,89.99,22.57527,88.367204,4.58239456837732,4.69770173376059,186.9,3.2820078218816
268,150,13.9654968321517,76.7733333333333,15.728,5.31419964344416,83.5817319920898,35.36,5059.13156148336,3.46055371847195,89.96,22.57528,88.367216,4.85819904739918,4.82626281598723,187.6,3.29597331871375
269,150,13.9535172437514,76.6866666666667,15.724,5.27234601175145,82.9023686887799,35.38,5070.56619267498,3.44157628542917,89.93,22.57529,88.367228,5.13096731015763,4.95289345743679,188.3,3.3099268359575
270,150,13.9397796216902,76.6,15.72,5.22875029499296,82.1959546372894,35.4,5081.32454929307,3.42294949114761,89.9,22.5753,88.36724,5.40052888536741,5.07754300754108,189,3.32386661557919
271,150,13.9242963289006,76.5133333333333,15.716,5.18369135698098,81.466893366313,35.42,5091.37974104891,3.40467752657741,89.87,22.57531,88.367252,5.66671530581865,5.20016160814201,189.7,3.33779091190809
